Region,crop type,Year,Area cultivated(Ha),Production(kg),Yeild (kg/ha),Year_Since_Start,Decade,Is_Recent,Region_Code,Region_Avg_Yield,Region_Growth_Rate,Crop_Code,Crop_Avg_Yield,Crop_Trend,Yield_to_Production_Ratio,Area_Missing_Flag,Region_Crop,Region_Year,Crop_Year,Area_Filled,Yield_Growth_Rate,Production_Growth_Rate,Area_Efficiency,Regional_Avg_Yield,Yield_Anomaly,Rolling_Yield_Trend,Yield_Stability,Production_Area_Ratio,Early_Warning_Score,Risk_Level,Risk_Name
Oromiya,Sorghum,2007,56344.65,945448494,1679,11,2000,0,6,1857.7087912087911,-0.573315986378258,4,1501.899613899614,0.1563098076272517,563102.140559857,0,Oromiya_Sorghum,Oromiya_2007,Sorghum_2007,56344.65,0.02378048780487796,0.19806281127213854,16779.738519983708,1817.2122905027934,-138.2122905027934,1272.3333333333333,670.8757957575549,16779.738519983708,-137.99044720371637,1,Medium Risk
Somalia,Sorghum,2007,24414.92,14934682,612,11,2000,0,8,549.7857142857143,-0.367907397541257,4,1501.899613899614,-0.17038172474507,24403.07516339869,0,Somalia_Sorghum,Somalia_2007,Sorghum_2007,24414.92,-0.6354973198332341,-0.9842036006246999,611.7030897500381,549.7857142857143,62.214285714285666,1310.3333333333333,605.0886987321218,611.7030897500381,60.59458479382773,0,Low Risk
Benushangul Gumuz,Sorghum,2007,58992.05,88717344,1504,11,2000,0,2,1183.4835164835165,0.3573373824568315,4,1501.899613899614,0.2268063158466207,58987.59574468085,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2007,Sorghum_2007,58992.05,1.4575163398692812,4.940357082929519,1503.8864389354158,1148.8333333333333,355.16666666666674,1265.0,572.2438291497771,1503.8864389354158,361.56454008946554,0,Low Risk
S.N.N.P.R,Sorghum,2007,111469.9,122610890,1100,11,2000,0,7,1521.2747252747254,-0.718779739812894,4,1501.899613899614,0.1930795543778525,111464.44545454544,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2007,Sorghum_2007,111469.9,-0.2686170212765957,0.3820396832438988,1099.9461738101497,1491.7666666666667,-391.76666666666665,1072.0,446.6587063967292,1099.9461738101497,-391.65324400469933,1,Medium Risk
Gambela,Sorghum,2007,2889.0,4128800,1429,11,2000,0,4,485.2197802197802,-0.671232004076952,4,1501.899613899614,0.0,2889.293212036389,0,Gambela_Sorghum,Gambela_2007,Sorghum_2007,2889.0,0.2990909090909091,-0.9663259927401229,1429.1450328833507,462.8839779005525,966.1160220994475,1344.3333333333333,214.89609892534668,1429.1450328833507,965.4487870157983,0,Low Risk
Harari,Sorghum,2007,5473.37,6386184,1167,11,2000,0,5,12684.181318681318,1.886151256903899,4,1501.899613899614,0.3153243851560878,5472.308483290489,0,Harari_Sorghum,Harari_2007,Sorghum_2007,5473.37,-0.18334499650104974,0.5467409416779694,1166.7736696039187,536.2277777777778,630.7722222222222,1232.0,173.86489007272073,1166.7736696039187,631.1356181673991,0,Low Risk
DIRE DAWA,Sorghum,2007,7553.31,9368009,1240,11,2000,0,3,361.5824175824176,23.98288961722986,4,1501.899613899614,0.269360713269468,7554.845967741935,0,DIRE DAWA_Sorghum,DIRE DAWA_2007,Sorghum_2007,7553.31,0.0625535561268209,0.4669181157323372,1240.2521543535217,361.5824175824176,878.4175824175825,1278.6666666666667,135.21217893863147,1240.2521543535217,878.9470540894416,0,Low Risk
Tigray,Sorghum,2008,170504.48,270916987,1589,12,2000,0,9,1323.2252747252746,1.874766389473017,4,1501.899613899614,-0.190098992366651,170495.27186910008,0,Tigray_Sorghum,Tigray_2008,Sorghum_2008,170504.48,0.28145161290322585,27.91937731912939,1588.9141857152374,1323.2252747252746,265.77472527472537,1332.0,225.541570447665,1588.9141857152374,293.975554206758,0,Low Risk
Afar,Sorghum,2008,58318.95,2068315,0,12,2000,0,0,454.0164835164835,-0.942641665088489,4,1501.899613899614,1.6785052901487978,inf,1,Afar_Sorghum,Afar_2008,Sorghum_2008,4836.765333333333,-1.0,-0.9923655027213188,35.46557336851915,425.4088397790055,-425.4088397790055,943.0,835.097000353851,35.46557336851915,-427.40120528172685,2,High Risk
Amhara,Sorghum,2008,499133.91,790774634,1584,12,2000,0,1,1654.5824175824175,-0.141611231206292,4,1501.899613899614,0.0020616533900115,499226.4103535354,0,Amhara_Sorghum,Amhara_2008,Sorghum_2008,499133.91,inf,381.3279500462937,1584.2935496007476,1625.4222222222222,-41.42222222222222,1057.6666666666667,915.9696137609221,1584.2935496007476,inf,1,Medium Risk
Oromiya,Sorghum,2008,28288.56,47676122,1685,12,2000,0,6,1857.7087912087911,3.807111271898939,4,1501.899613899614,-0.949573009738169,28294.434421364986,0,Oromiya_Sorghum,Oromiya_2008,Sorghum_2008,28288.56,0.0637626262626263,-0.939709596198302,1685.3499082314547,1817.2122905027934,-132.2122905027934,1089.6666666666667,945.029276442446,1685.3499082314547,-133.08823747272908,1,Medium Risk
Somalia,Sorghum,2008,33992.75,34265951,1008,12,2000,0,8,549.7857142857143,0.0513111509615449,4,1501.899613899614,1.2943877211446484,33993.99900793651,0,Somalia_Sorghum,Somalia_2008,Sorghum_2008,33992.75,-0.4017804154302671,-0.2812764637190919,1008.0370373094263,549.7857142857143,458.21428571428567,1425.6666666666667,365.2181996195318,1008.0370373094263,457.5312288351363,0,Low Risk
Benushangul Gumuz,Sorghum,2008,59829.26,95367937,1594,12,2000,0,2,1183.4835164835165,0.5274033980936275,4,1501.899613899614,0.0749638424703065,59829.32057716437,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2008,Sorghum_2008,59829.26,0.5813492063492063,1.7831691290284049,1594.0016139260288,1148.8333333333333,445.16666666666674,1429.0,367.42482224259,1594.0016139260288,447.53118500204437,0,Low Risk
S.N.N.P.R,Sorghum,2008,102474.24,139163975,1358,12,2000,0,7,1521.2747252747254,-0.683582935823202,4,1501.899613899614,0.1350050146442947,102477.15390279824,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2008,Sorghum_2008,102474.24,-0.14805520702634878,0.4592323099114537,1358.0386153632367,1491.7666666666667,-133.76666666666665,1320.0,294.84233074645005,1358.0386153632367,-133.45548956378155,1,Medium Risk
Gambela,Sorghum,2008,3079.24,5126545,1665,12,2000,0,4,485.2197802197802,-0.627070236683381,4,1501.899613899614,0.2416549602790156,3079.006006006006,0,Gambela_Sorghum,Gambela_2008,Sorghum_2008,3079.24,0.22606774668630347,-0.9631618383996289,1664.8734752731195,462.8839779005525,1202.1160220994475,1539.0,160.7202538574358,1664.8734752731195,1201.3789280077342,0,Low Risk
Harari,Sorghum,2008,5712.8,6905515,1209,12,2000,0,5,12684.181318681318,2.2709499257518955,4,1501.899613899614,0.0813210205030108,5711.757650951199,0,Harari_Sorghum,Harari_2008,Sorghum_2008,5712.8,-0.27387387387387385,0.3470114862934004,1208.779407645988,536.2277777777778,672.7722222222222,1410.6666666666667,232.51738286272743,1208.779407645988,672.8453598346417,0,Low Risk
DIRE DAWA,Sorghum,2008,7135.92,9432046,1322,12,2000,0,3,361.5824175824176,15.852539214302432,4,1501.899613899614,0.0068357107684247,7134.679273827534,0,DIRE DAWA_Sorghum,DIRE DAWA_2008,Sorghum_2008,7135.92,0.0934656741108355,0.3658714809829535,1321.7701431630398,361.5824175824176,960.4175824175825,1398.6666666666667,237.47069994702966,1321.7701431630398,960.8769195726762,0,Low Risk
Tigray,Sorghum,2009,180027.8,305566660,1697,13,2000,0,9,1323.2252747252746,1.737876607748409,4,1501.899613899614,0.1278977497265609,180062.85209192694,0,Tigray_Sorghum,Tigray_2009,Sorghum_2009,180027.8,0.28366111951588513,31.39664649642294,1697.3304123029889,1323.2252747252746,373.77472527472537,1409.3333333333333,255.4531920593911,1697.3304123029889,405.4550328906642,0,Low Risk
Afar,Sorghum,2009,58318.95,0,0,13,2000,0,0,454.0164835164835,-1.0,4,1501.899613899614,-1.0,64289.84447004608,1,Afar_Sorghum,Afar_2009,Sorghum_2009,4836.765333333333,-1.0,-1.0,0.0,425.4088397790055,-425.4088397790055,1006.3333333333334,891.4518121207298,0.0,-427.4088397790055,2,High Risk
Amhara,Sorghum,2009,547152.6,913119820,1669,13,2000,0,1,1654.5824175824175,-0.013871570008523,4,1501.899613899614,0.1547156177495698,547105.9436788496,0,Amhara_Sorghum,Amhara_2009,Sorghum_2009,547152.6,inf,inf,1668.8576824819986,1625.4222222222222,43.57777777777778,1122.0,971.7813540092233,1668.8576824819986,inf,0,Low Risk
Oromiya,Sorghum,2009,677092.3,1259841300,1847,13,2000,0,6,1857.7087912087911,-0.421648548749485,4,1501.899613899614,25.424995304777514,682101.407688143,0,Oromiya_Sorghum,Oromiya_2009,Sorghum_2009,677092.3,0.10665068903535047,0.37971082480719787,1860.6640483136493,1817.2122905027934,29.787709497206606,1172.0,1018.8763418590105,1860.6640483136493,30.274071011049156,0,Low Risk
Somalia,Sorghum,2009,21970.22,35494467,1616,13,2000,0,8,549.7857142857143,-0.457176825037304,4,1501.899613899614,0.0358523830259374,21964.397896039605,0,Somalia_Sorghum,Somalia_2009,Sorghum_2009,21970.22,-0.12506767731456414,-0.9718262395430282,1615.5717603191956,549.7857142857143,1066.2142857142858,1710.6666666666667,121.0055095164325,1615.5717603191956,1065.1173917974281,0,Low Risk
Benushangul Gumuz,Sorghum,2009,58905.26,94750164,1609,13,2000,0,2,1183.4835164835165,0.2251617504879077,4,1501.899613899614,-0.00647778508619723,58887.60969546302,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2009,Sorghum_2009,58905.26,-0.00433168316831678,1.6694347600711965,1608.5178810856619,1148.8333333333333,460.16666666666674,1690.6666666666667,135.43387070202,1608.5178810856619,461.8317697435696,0,Low Risk
S.N.N.P.R,Sorghum,2009,111055.1,172797680,1556,13,2000,0,7,1521.2747252747254,-0.673146473505744,4,1501.899613899614,0.2416839918520579,111052.4935732648,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2009,Sorghum_2009,111055.1,-0.03293971410814167,0.8237190597369308,1555.9634811908682,1491.7666666666667,64.23333333333335,1593.6666666666667,32.80751946325162,1555.9634811908682,65.02411267896214,0,Low Risk
Gambela,Sorghum,2009,58318.95,0,0,13,2000,0,4,485.2197802197802,-0.1133742964865565,4,1501.899613899614,-1.0,64289.84447004608,1,Gambela_Sorghum,Gambela_2009,Sorghum_2009,3359.7313636363638,-1.0,-1.0,0.0,462.8839779005525,-462.8839779005525,1055.0,914.0410275255697,0.0,-464.8839779005525,2,High Risk
Harari,Sorghum,2009,58318.95,0,0,13,2000,0,5,12684.181318681318,-0.1133742964865565,4,1501.899613899614,-1.0,64289.84447004608,1,Harari_Sorghum,Harari_2009,Sorghum_2009,5846.062800000001,0.0,0.0,0.0,536.2277777777778,-536.2277777777778,518.6666666666666,898.3570188590577,0.0,-536.2277777777778,1,Medium Risk
DIRE DAWA,Sorghum,2009,58318.95,0,0,13,2000,0,3,361.5824175824176,-0.1133742964865565,4,1501.899613899614,-1.0,64289.84447004608,1,DIRE DAWA_Sorghum,DIRE DAWA_2009,Sorghum_2009,8250.4148,0.0,0.0,0.0,361.5824175824176,-361.5824175824176,0.0,0.0,0.0,-361.5824175824176,1,Medium Risk
Tigray,Sorghum,2010,155420.96,280858700,1807,14,2010,1,9,1323.2252747252746,2.4155337310568856,4,1501.899613899614,-0.0808594759650807,155428.16823464306,0,Tigray_Sorghum,Tigray_2010,Sorghum_2010,155420.96,inf,inf,1807.0838064569928,1323.2252747252746,483.77472527472537,602.3333333333334,1043.2719364256536,1807.0838064569928,inf,0,Low Risk
Afar,Sorghum,2010,578.4,783490,1355,14,2010,1,0,454.0164835164835,-0.939247405710925,4,1501.899613899614,inf,578.2214022140222,0,Afar_Sorghum,Afar_2010,Sorghum_2010,578.4,-0.25013835085777536,-0.9972103766057452,1354.5816044260027,425.4088397790055,929.5911602209944,1054.0,940.3525934456707,1354.5816044260027,928.3438114935309,0,Low Risk
Amhara,Sorghum,2010,486467.74,792246070,1629,14,2010,1,1,1654.5824175824175,-0.0110144377141536,4,1501.899613899614,-0.132374467569874,486338.9011663597,0,Amhara_Sorghum,Amhara_2010,Sorghum_2010,486467.74,0.20221402214022133,1010.1757265568162,1628.568566540507,1625.4222222222222,3.577777777777783,1597.0,227.69277546729003,1628.568566540507,1013.9557183567342,0,Low Risk
Oromiya,Sorghum,2010,754878.14,1465676728,1942,14,2010,1,6,1857.7087912087911,-0.369745899231431,4,1501.899613899614,0.1633820291492269,754725.4006179196,0,Oromiya_Sorghum,Oromiya_2010,Sorghum_2010,754878.14,0.19214241866175574,0.8500271361396592,1941.6070625650916,1817.2122905027934,124.7877094972066,1642.0,293.7158490786591,1941.6070625650916,125.82987905200802,0,Low Risk
Somalia,Sorghum,2010,32704.78,57353549,1754,14,2010,1,8,549.7857142857143,0.3010305066536731,4,1501.899613899614,0.6158447737784032,32698.716647662484,0,Somalia_Sorghum,Somalia_2010,Sorghum_2010,32704.78,-0.09680741503604529,-0.9608688956409492,1753.6748145072372,549.7857142857143,1204.2142857142858,1775.0,157.55316562988324,1753.6748145072372,1203.1566094036089,0,Low Risk
Benushangul Gumuz,Sorghum,2010,59963.23,132780984,2214,14,2010,1,2,1183.4835164835165,0.6572376641424453,4,1501.899613899614,0.4013799912789597,59973.344173441736,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2010,Sorghum_2010,59963.23,0.2622576966932726,1.3151310828210474,2214.373441857618,1148.8333333333333,1065.1666666666667,1970.0,231.27472840757386,2214.373441857618,1066.7440554461812,0,Low Risk
S.N.N.P.R,Sorghum,2010,108743.79,216710190,1993,14,2010,1,7,1521.2747252747254,-0.597999512580169,4,1501.899613899614,0.2541267336459609,108735.6698444556,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2010,Sorghum_2010,108743.79,-0.09981933152664857,0.6320875434994517,1992.8511779845085,1491.7666666666667,501.23333333333335,1987.0,230.05868816455728,1992.8511779845085,501.76560154530614,0,Low Risk
Gambela,Sorghum,2010,4682.3,9257859,1977,14,2010,1,4,485.2197802197802,-0.0468091971855217,4,1501.899613899614,inf,4682.781487101669,0,Gambela_Sorghum,Gambela_2010,Sorghum_2010,4682.3,-0.008028098344204704,-0.9572800014618602,1977.2032975247207,462.8839779005525,1514.1160220994475,2061.3333333333335,132.45502381310493,1977.2032975247207,1513.1507139996415,0,Low Risk
Harari,Sorghum,2010,6122.81,6776006,1107,14,2010,1,5,12684.181318681318,2.734943796752211,4,1501.899613899614,inf,6121.053297199639,0,Harari_Sorghum,Harari_2010,Sorghum_2010,6122.81,-0.44006069802731407,-0.26808066530285246,1106.682389295111,536.2277777777778,570.7722222222222,1692.3333333333333,506.9766595547875,1106.682389295111,570.0640808588921,0,Low Risk
DIRE DAWA,Sorghum,2010,9115.09,8821948,968,14,2010,1,3,361.5824175824176,13.154863657149274,4,1501.899613899614,inf,9113.5826446281,0,DIRE DAWA_Sorghum,DIRE DAWA_2010,Sorghum_2010,9115.09,-0.12556458897922318,0.30193922496526704,967.8399225899032,361.5824175824176,606.4175824175825,1350.6666666666667,546.8549472514,967.8399225899032,606.5939570535685,0,Low Risk
Tigray,Sorghum,2011,216878.62,466394047,2150,15,2010,1,9,1323.2252747252746,2.112349600492398,4,1501.899613899614,0.6606003196625208,216927.46372093025,0,Tigray_Sorghum,Tigray_2011,Sorghum_2011,216878.62,1.2210743801652892,51.867467253264245,2150.484206327023,1323.2252747252746,826.7747252747254,1408.3333333333333,646.0513395492121,2150.484206327023,879.8632669081549,0,Low Risk
Afar,Sorghum,2011,2700.93,4643750,1719,15,2010,1,0,454.0164835164835,inf,4,1501.899613899614,4.927006088144073,2701.4252472367657,0,Afar_Sorghum,Afar_2011,Sorghum_2011,2700.93,-0.20046511627906982,-0.9900432905825661,1719.3151988389186,425.4088397790055,1293.5911602209944,1612.3333333333333,598.17583813903,1719.3151988389186,1292.4006518141327,0,Low Risk
Amhara,Sorghum,2011,710731.78,1533586075,2158,15,2010,1,1,1654.5824175824175,0.2624129344105166,4,1501.899613899614,0.9357446291907764,710651.5639481001,0,Amhara_Sorghum,Amhara_2011,Sorghum_2011,710731.78,0.25538103548574753,329.24733781965006,2157.7564394264177,1625.4222222222222,532.5777777777778,2009.0,251.17921888563342,2157.7564394264177,862.0804966329135,0,Low Risk
Oromiya,Sorghum,2011,739361.26,1580545093,2138,15,2010,1,6,1857.7087912087911,-0.451303471401688,4,1501.899613899614,0.078372237755828,739263.3737137512,0,Oromiya_Sorghum,Oromiya_2011,Sorghum_2011,739361.26,-0.009267840593141785,0.030620399314723823,2137.7169436764916,1817.2122905027934,320.7877094972066,2005.0,247.88505400688632,2137.7169436764916,320.80906205592817,0,Low Risk
Somalia,Sorghum,2011,34608.39,48380168,1398,15,2010,1,8,549.7857142857143,-0.0179419235848607,4,1501.899613899614,-0.156457292642866,34606.701001430614,0,Somalia_Sorghum,Somalia_2011,Sorghum_2011,34608.39,-0.34611786716557535,-0.9693902007514569,1397.931773191414,549.7857142857143,848.2142857142857,1898.0,433.128156554151,1397.931773191414,846.8987776463687,0,Low Risk
Benushangul Gumuz,Sorghum,2011,66575.66,117608868,1767,15,2010,1,2,1183.4835164835165,0.002697581708192,4,1501.899613899614,-0.114264223256547,66558.49915110356,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2011,Sorghum_2011,66575.66,0.26394849785407715,1.4309313684069886,1766.544529937818,1148.8333333333333,618.1666666666667,1767.6666666666667,370.0004504501728,1766.544529937818,619.8615465329278,0,Low Risk
S.N.N.P.R,Sorghum,2011,107735.23,175125481,1626,15,2010,1,7,1521.2747252747254,-0.68533531098237,4,1501.899613899614,-0.191890879704364,107703.24784747847,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2011,Sorghum_2011,107735.23,-0.07979626485568758,0.4890499668783479,1625.517307569678,1491.7666666666667,134.23333333333335,1597.0,186.20150375332022,1625.517307569678,134.642587035356,0,Low Risk
Gambela,Sorghum,2011,3528.41,8214646,2328,15,2010,1,4,485.2197802197802,-0.1982535521387,4,1501.899613899614,-0.112684044982754,3528.6280068728524,0,Gambela_Sorghum,Gambela_2011,Sorghum_2011,3528.41,0.43173431734317336,-0.9530927997850867,2328.1438381593975,462.8839779005525,1865.1160220994475,1907.0,371.3502389927831,2328.1438381593975,1864.5946636170056,0,Low Risk
Harari,Sorghum,2011,6762.14,10116300,1496,15,2010,1,5,12684.181318681318,5.242980249662435,4,1501.899613899614,0.492959126659569,6762.232620320856,0,Harari_Sorghum,Harari_2011,Sorghum_2011,6762.14,-0.3573883161512027,0.2314955507516696,1496.020490554765,536.2277777777778,959.7722222222222,1816.6666666666667,447.5727129007426,1496.020490554765,959.6463294568227,0,Low Risk
DIRE DAWA,Sorghum,2011,8851.57,15282952,1727,15,2010,1,3,361.5824175824176,29.24721929748173,4,1501.899613899614,0.7323783817360974,8849.422119281991,0,DIRE DAWA_Sorghum,DIRE DAWA_2011,Sorghum_2011,8851.57,0.15441176470588225,0.5107254628668585,1726.5809342297468,361.5824175824176,1365.4175824175825,1850.3333333333333,429.49311209067196,1726.5809342297468,1366.0827196451553,0,Low Risk
Tigray,Sorghum,2012,215142.84,473678177,2202,16,2010,1,9,1323.2252747252746,2.0836254807604675,4,1501.899613899614,0.0156179737860162,215112.70526793823,0,Tigray_Sorghum,Tigray_2012,Sorghum_2012,215142.84,0.27504342790966985,29.993892868341142,2201.691569191891,1323.2252747252746,878.7747252747254,1808.3333333333333,359.95879393804313,2201.691569191891,909.0436615709762,0,Low Risk
Afar,Sorghum,2012,58318.95,0,0,16,2010,1,0,454.0164835164835,-1.0,4,1501.899613899614,-1.0,64289.84447004608,1,Afar_Sorghum,Afar_2012,Sorghum_2012,4836.765333333333,-1.0,-1.0,0.0,425.4088397790055,-425.4088397790055,1309.6666666666667,1158.8038372966028,0.0,-427.4088397790055,2,High Risk
Amhara,Sorghum,2012,733017.68,1432067373,1954,16,2010,1,1,1654.5824175824175,0.0697426325766017,4,1501.899613899614,-0.0661969377884446,732890.1601842374,0,Amhara_Sorghum,Amhara_2012,Sorghum_2012,733017.68,inf,inf,1953.6600713368878,1625.4222222222222,328.5777777777778,1385.3333333333333,1206.1249244308533,1953.6600713368878,inf,0,Low Risk
Oromiya,Sorghum,2012,743379.32,1626737441,2188,16,2010,1,6,1857.7087912087911,-0.532935837200162,4,1501.899613899614,0.0292255805953143,743481.4629798903,0,Oromiya_Sorghum,Oromiya_2012,Sorghum_2012,743379.32,0.11975435005117707,0.1359363893558938,2188.300639033112,1817.2122905027934,370.7877094972066,1380.6666666666667,1201.40306863822,2188.300639033112,371.04340023661365,0,Low Risk
Somalia,Sorghum,2012,28368.93,75704284,2669,16,2010,1,8,549.7857142857143,-0.00179948095982906,4,1501.899613899614,0.5647792707127433,28364.287748220308,0,Somalia_Sorghum,Somalia_2012,Sorghum_2012,28368.93,0.21983546617915906,-0.9534625059385966,2668.5632485962637,549.7857142857143,2119.214285714286,2270.3333333333335,364.54126423949555,2668.5632485962637,2118.4806586745262,0,Low Risk
Benushangul Gumuz,Sorghum,2012,60122.37,110820634,1843,16,2010,1,2,1183.4835164835165,-0.226042797130139,4,1501.899613899614,-0.0577187257681963,60130.56646771568,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2012,Sorghum_2012,60122.37,-0.30947920569501686,0.4638621243680212,1843.251255730604,1148.8333333333333,694.1666666666667,2233.3333333333335,414.8618243865417,1843.251255730604,694.3210495853398,0,Low Risk
S.N.N.P.R,Sorghum,2012,122731.01,196715893,1603,16,2010,1,7,1521.2747252747254,-0.767123855693859,4,1501.899613899614,0.1232853830105968,122717.33811603244,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2012,Sorghum_2012,122731.01,-0.13022246337493215,0.7750836274768109,1602.8214303785164,1491.7666666666667,111.23333333333335,2038.3333333333333,559.2006199328914,1602.8214303785164,111.87819449743523,0,Low Risk
